geo,new_time_period,obs_value,key1
HR,2012-Q3,123.35,HR2012-Q3
HR,2012-Q4,124.17,HR2012-Q4
HR,2013-Q1,124.5,HR2013-Q1
HR,2013-Q2,125.69,HR2013-Q2
HR,2013-Q3,126.11,HR2013-Q3
HR,2013-Q4,124.95,HR2013-Q4
HR,2014-Q1,124.58,HR2014-Q1
HR,2014-Q2,126.01,HR2014-Q2
HR,2014-Q3,126.53,HR2014-Q3
HR,2014-Q4,125.23,HR2014-Q4
HR,2015-Q1,124.16,HR2015-Q1
HR,2015-Q2,126.0,HR2015-Q2
HR,2015-Q3,126.19,HR2015-Q3
HR,2015-Q4,124.7,HR2015-Q4
HR,2016-Q1,123.48,HR2016-Q1
HR,2016-Q2,124.63,HR2016-Q2
HR,2016-Q3,124.83,HR2016-Q3
HR,2016-Q4,124.95,HR2016-Q4
HR,2017-Q1,124.9,HR2017-Q1
HR,2017-Q2,126.06,HR2017-Q2
HR,2017-Q3,126.63,HR2017-Q3
HR,2017-Q4,126.8,HR2017-Q4
HR,2018-Q1,126.29,HR2018-Q1
HR,2018-Q2,128.32,HR2018-Q2
HR,2018-Q3,129.15,HR2018-Q3
HR,2018-Q4,128.47,HR2018-Q4
HR,2019-Q1,127.32,HR2019-Q1
HR,2019-Q2,129.33,HR2019-Q2
HR,2019-Q3,130.02,HR2019-Q3
HR,2019-Q4,129.61,HR2019-Q4
HR,2020-Q1,128.79,HR2020-Q1
HR,2020-Q2,128.78,HR2020-Q2
HR,2020-Q3,129.41,HR2020-Q3
HR,2020-Q4,129.4,HR2020-Q4
HR,2021-Q1,129.75,HR2021-Q1
HR,2021-Q2,131.65,HR2021-Q2
HR,2021-Q3,133.46,HR2021-Q3
HR,2021-Q4,135.34,HR2021-Q4
HR,2022-Q1,137.99,HR2022-Q1
HR,2022-Q2,145.87,HR2022-Q2
HR,2022-Q3,150.26,HR2022-Q3
HR,2022-Q4,152.65,HR2022-Q4
HR,2023-Q1,153.97,HR2023-Q1
HR,2023-Q2,158.23,HR2023-Q2
HR,2023-Q3,162.22,HR2023-Q3
HR,2023-Q4,161.6,HR2023-Q4
HU,2010-Q1,127.72,HU2010-Q1
HU,2010-Q2,130.15,HU2010-Q2
HU,2010-Q3,130.19,HU2010-Q3
HU,2010-Q4,130.73,HU2010-Q4
HU,2011-Q1,133.16,HU2011-Q1
HU,2011-Q2,135.27,HU2011-Q2
HU,2011-Q3,134.67,HU2011-Q3
HU,2011-Q4,136.04,HU2011-Q4
HU,2012-Q1,140.67,HU2012-Q1
HU,2012-Q2,142.74,HU2012-Q2
HU,2012-Q3,142.8,HU2012-Q3
HU,2012-Q4,143.47,HU2012-Q4
HU,2013-Q1,144.43,HU2013-Q1
HU,2013-Q2,145.39,HU2013-Q2
HU,2013-Q3,145.12,HU2013-Q3
HU,2013-Q4,144.47,HU2013-Q4
HU,2014-Q1,145.05,HU2014-Q1
HU,2014-Q2,145.26,HU2014-Q2
HU,2014-Q3,145.23,HU2014-Q3
HU,2014-Q4,143.96,HU2014-Q4
HU,2015-Q1,143.68,HU2015-Q1
HU,2015-Q2,145.89,HU2015-Q2
HU,2015-Q3,145.49,HU2015-Q3
HU,2015-Q4,144.82,HU2015-Q4
HU,2016-Q1,144.21,HU2016-Q1
HU,2016-Q2,145.89,HU2016-Q2
HU,2016-Q3,145.66,HU2016-Q3
HU,2016-Q4,146.72,HU2016-Q4
HU,2017-Q1,148.01,HU2017-Q1
HU,2017-Q2,148.97,HU2017-Q2
HU,2017-Q3,149.26,HU2017-Q3
HU,2017-Q4,150.13,HU2017-Q4
HU,2018-Q1,151.0,HU2018-Q1
HU,2018-Q2,153.14,HU2018-Q2
HU,2018-Q3,154.52,HU2018-Q3
HU,2018-Q4,155.07,HU2018-Q4
HU,2019-Q1,155.88,HU2019-Q1
HU,2019-Q2,158.95,HU2019-Q2
HU,2019-Q3,159.36,HU2019-Q3
HU,2019-Q4,160.53,HU2019-Q4
HU,2020-Q1,162.66,HU2020-Q1
HU,2020-Q2,163.0,HU2020-Q2
HU,2020-Q3,165.36,HU2020-Q3
HU,2020-Q4,165.13,HU2020-Q4
HU,2021-Q1,168.11,HU2021-Q1
HU,2021-Q2,171.59,HU2021-Q2
HU,2021-Q3,173.7,HU2021-Q3
HU,2021-Q4,176.91,HU2021-Q4
HU,2022-Q1,182.08,HU2022-Q1
HU,2022-Q2,190.48,HU2022-Q2
HU,2022-Q3,204.96,HU2022-Q3
HU,2022-Q4,218.19,HU2022-Q4
HU,2023-Q1,229.2,HU2023-Q1
HU,2023-Q2,232.49,HU2023-Q2
HU,2023-Q3,234.84,HU2023-Q3
HU,2023-Q4,234.71,HU2023-Q4
IE,2010-Q1,105.17,IE2010-Q1
IE,2010-Q2,105.47,IE2010-Q2
IE,2010-Q3,105.47,IE2010-Q3
IE,2010-Q4,105.43,IE2010-Q4
IE,2011-Q1,105.97,IE2011-Q1
IE,2011-Q2,106.83,IE2011-Q2
IE,2011-Q3,106.67,IE2011-Q3
IE,2011-Q4,107.07,IE2011-Q4
IE,2012-Q1,107.77,IE2012-Q1
IE,2012-Q2,108.83,IE2012-Q2
IE,2012-Q3,109.17,IE2012-Q3
IE,2012-Q4,108.97,IE2012-Q4
IE,2013-Q1,108.93,IE2013-Q1
IE,2013-Q2,109.43,IE2013-Q2
IE,2013-Q3,109.43,IE2013-Q3
IE,2013-Q4,109.17,IE2013-Q4
IE,2014-Q1,109.17,IE2014-Q1
IE,2014-Q2,109.87,IE2014-Q2
IE,2014-Q3,110.0,IE2014-Q3
IE,2014-Q4,109.27,IE2014-Q4
IE,2015-Q1,108.8,IE2015-Q1
IE,2015-Q2,109.93,IE2015-Q2
IE,2015-Q3,110.13,IE2015-Q3
IE,2015-Q4,109.3,IE2015-Q4
IE,2016-Q1,108.53,IE2016-Q1
IE,2016-Q2,109.8,IE2016-Q2
IE,2016-Q3,109.9,IE2016-Q3
IE,2016-Q4,108.97,IE2016-Q4
IE,2017-Q1,108.93,IE2017-Q1
IE,2017-Q2,109.83,IE2017-Q2
IE,2017-Q3,110.03,IE2017-Q3
IE,2017-Q4,109.5,IE2017-Q4
IE,2018-Q1,109.43,IE2018-Q1
IE,2018-Q2,110.4,IE2018-Q2
IE,2018-Q3,111.2,IE2018-Q3
IE,2018-Q4,110.53,IE2018-Q4
IE,2019-Q1,110.43,IE2019-Q1
IE,2019-Q2,111.73,IE2019-Q2
IE,2019-Q3,111.8,IE2019-Q3
IE,2019-Q4,111.47,IE2019-Q4
IE,2020-Q1,111.33,IE2020-Q1
IE,2020-Q2,111.07,IE2020-Q2
IE,2020-Q3,110.77,IE2020-Q3
IE,2020-Q4,110.17,IE2020-Q4
IE,2021-Q1,111.17,IE2021-Q1
IE,2021-Q2,112.77,IE2021-Q2
IE,2021-Q3,114.0,IE2021-Q3
IE,2021-Q4,116.13,IE2021-Q4
IE,2022-Q1,117.77,IE2022-Q1
IE,2022-Q2,122.23,IE2022-Q2
IE,2022-Q3,124.37,IE2022-Q3
IE,2022-Q4,126.33,IE2022-Q4
IE,2023-Q1,126.63,IE2023-Q1
IE,2023-Q2,128.9,IE2023-Q2
IE,2023-Q3,130.4,IE2023-Q3
IE,2023-Q4,130.27,IE2023-Q4
IT,2010-Q1,108.83,IT2010-Q1
IT,2010-Q2,111.0,IT2010-Q2
IT,2010-Q3,110.47,IT2010-Q3
IT,2010-Q4,111.93,IT2010-Q4
IT,2011-Q1,111.33,IT2011-Q1
IT,2011-Q2,114.27,IT2011-Q2
IT,2011-Q3,113.4,IT2011-Q3
IT,2011-Q4,116.07,IT2011-Q4
IT,2012-Q1,115.3,IT2012-Q1
IT,2012-Q2,118.37,IT2012-Q2
IT,2012-Q3,117.3,IT2012-Q3
IT,2012-Q4,119.13,IT2012-Q4
IT,2013-Q1,117.67,IT2013-Q1
IT,2013-Q2,119.9,IT2013-Q2
IT,2013-Q3,118.6,IT2013-Q3
IT,2013-Q4,119.97,IT2013-Q4
IT,2014-Q1,118.2,IT2014-Q1
IT,2014-Q2,120.37,IT2014-Q2
IT,2014-Q3,118.5,IT2014-Q3
IT,2014-Q4,120.1,IT2014-Q4
IT,2015-Q1,118.03,IT2015-Q1
IT,2015-Q2,120.5,IT2015-Q2
IT,2015-Q3,118.87,IT2015-Q3
IT,2015-Q4,120.33,IT2015-Q4
IT,2016-Q1,118.0,IT2016-Q1
IT,2016-Q2,120.07,IT2016-Q2
IT,2016-Q3,118.83,IT2016-Q3
IT,2016-Q4,120.53,IT2016-Q4
IT,2017-Q1,119.6,IT2017-Q1
IT,2017-Q2,122.0,IT2017-Q2
IT,2017-Q3,120.3,IT2017-Q3
IT,2017-Q4,121.8,IT2017-Q4
IT,2018-Q1,120.67,IT2018-Q1
IT,2018-Q2,123.23,IT2018-Q2
IT,2018-Q3,122.33,IT2018-Q3
IT,2018-Q4,123.57,IT2018-Q4
IT,2019-Q1,121.9,IT2019-Q1
IT,2019-Q2,124.3,IT2019-Q2
IT,2019-Q3,122.73,IT2019-Q3
IT,2019-Q4,123.9,IT2019-Q4
IT,2020-Q1,122.2,IT2020-Q1
IT,2020-Q2,124.1,IT2020-Q2
IT,2020-Q3,122.4,IT2020-Q3
IT,2020-Q4,123.43,IT2020-Q4
IT,2021-Q1,123.07,IT2021-Q1
IT,2021-Q2,125.53,IT2021-Q2
IT,2021-Q3,125.07,IT2021-Q3
IT,2021-Q4,128.13,IT2021-Q4
IT,2022-Q1,130.5,IT2022-Q1
IT,2022-Q2,134.8,IT2022-Q2
IT,2022-Q3,136.23,IT2022-Q3
IT,2022-Q4,144.03,IT2022-Q4
IT,2023-Q1,142.93,IT2023-Q1
IT,2023-Q2,145.23,IT2023-Q2
IT,2023-Q3,144.17,IT2023-Q3
IT,2023-Q4,145.53,IT2023-Q4
LT,2010-Q1,127.43,LT2010-Q1
LT,2010-Q2,128.38,LT2010-Q2
LT,2010-Q3,128.6,LT2010-Q3
LT,2010-Q4,129.83,LT2010-Q4
LT,2011-Q1,131.51,LT2011-Q1
LT,2011-Q2,134.42,LT2011-Q2
LT,2011-Q3,134.45,LT2011-Q3
LT,2011-Q4,135.05,LT2011-Q4
LT,2012-Q1,136.27,LT2012-Q1
LT,2012-Q2,138.23,LT2012-Q2
LT,2012-Q3,138.79,LT2012-Q3
LT,2012-Q4,139.1,LT2012-Q4
LT,2013-Q1,139.3,LT2013-Q1
LT,2013-Q2,140.16,LT2013-Q2
LT,2013-Q3,139.56,LT2013-Q3
LT,2013-Q4,139.8,LT2013-Q4
LT,2014-Q1,139.73,LT2014-Q1
LT,2014-Q2,140.48,LT2014-Q2
LT,2014-Q3,139.9,LT2014-Q3
LT,2014-Q4,140.05,LT2014-Q4
LT,2015-Q1,137.89,LT2015-Q1
LT,2015-Q2,140.06,LT2015-Q2
LT,2015-Q3,138.95,LT2015-Q3
LT,2015-Q4,139.48,LT2015-Q4
LT,2016-Q1,138.81,LT2016-Q1
LT,2016-Q2,140.67,LT2016-Q2
LT,2016-Q3,139.47,LT2016-Q3
LT,2016-Q4,141.21,LT2016-Q4
LT,2017-Q1,142.91,LT2017-Q1
LT,2017-Q2,145.46,LT2017-Q2
LT,2017-Q3,145.67,LT2017-Q3
LT,2017-Q4,146.94,LT2017-Q4
LT,2018-Q1,147.32,LT2018-Q1
LT,2018-Q2,149.15,LT2018-Q2
LT,2018-Q3,148.85,LT2018-Q3
LT,2018-Q4,150.37,LT2018-Q4
LT,2019-Q1,150.37,LT2019-Q1
LT,2019-Q2,152.95,LT2019-Q2
LT,2019-Q3,152.34,LT2019-Q3
LT,2019-Q4,153.38,LT2019-Q4
LT,2020-Q1,154.09,LT2020-Q1
LT,2020-Q2,153.94,LT2020-Q2
LT,2020-Q3,153.7,LT2020-Q3
LT,2020-Q4,153.78,LT2020-Q4
LT,2021-Q1,155.24,LT2021-Q1
LT,2021-Q2,158.8,LT2021-Q2
LT,2021-Q3,161.73,LT2021-Q3
LT,2021-Q4,168.22,LT2021-Q4
LT,2022-Q1,176.87,LT2022-Q1
LT,2022-Q2,188.24,LT2022-Q2
LT,2022-Q3,196.48,LT2022-Q3
LT,2022-Q4,203.82,LT2022-Q4
LT,2023-Q1,206.87,LT2023-Q1
LT,2023-Q2,208.41,LT2023-Q2
LT,2023-Q3,208.02,LT2023-Q3
LT,2023-Q4,208.61,LT2023-Q4
LU,2010-Q1,111.54,LU2010-Q1
LU,2010-Q2,113.13,LU2010-Q2
LU,2010-Q3,113.48,LU2010-Q3
LU,2010-Q4,114.26,LU2010-Q4
LU,2011-Q1,115.76,LU2011-Q1
LU,2011-Q2,117.49,LU2011-Q2
LU,2011-Q3,117.54,LU2011-Q3
LU,2011-Q4,118.5,LU2011-Q4
LU,2012-Q1,119.38,LU2012-Q1
LU,2012-Q2,120.71,LU2012-Q2
LU,2012-Q3,120.96,LU2012-Q3
LU,2012-Q4,121.81,LU2012-Q4
LU,2013-Q1,122.02,LU2013-Q1
LU,2013-Q2,122.77,LU2013-Q2
LU,2013-Q3,122.98,LU2013-Q3
LU,2013-Q4,123.31,LU2013-Q4
LU,2014-Q1,123.24,LU2014-Q1
LU,2014-Q2,124.19,LU2014-Q2
LU,2014-Q3,123.89,LU2014-Q3
LU,2014-Q4,123.17,LU2014-Q4
LU,2015-Q1,122.66,LU2015-Q1
LU,2015-Q2,124.54,LU2015-Q2
LU,2015-Q3,123.92,LU2015-Q3
LU,2015-Q4,123.65,LU2015-Q4
LU,2016-Q1,122.45,LU2016-Q1
LU,2016-Q2,123.86,LU2016-Q2
LU,2016-Q3,123.79,LU2016-Q3
LU,2016-Q4,124.86,LU2016-Q4
LU,2017-Q1,125.59,LU2017-Q1
LU,2017-Q2,126.35,LU2017-Q2
LU,2017-Q3,126.3,LU2017-Q3
LU,2017-Q4,127.16,LU2017-Q4
LU,2018-Q1,127.07,LU2018-Q1
LU,2018-Q2,128.78,LU2018-Q2
LU,2018-Q3,129.49,LU2018-Q3
LU,2018-Q4,130.24,LU2018-Q4
LU,2019-Q1,129.68,LU2019-Q1
LU,2019-Q2,131.32,LU2019-Q2
LU,2019-Q3,131.25,LU2019-Q3
LU,2019-Q4,131.84,LU2019-Q4
LU,2020-Q1,131.71,LU2020-Q1
LU,2020-Q2,130.12,LU2020-Q2
LU,2020-Q3,131.06,LU2020-Q3
LU,2020-Q4,131.22,LU2020-Q4
LU,2021-Q1,133.0,LU2021-Q1
LU,2021-Q2,134.79,LU2021-Q2
LU,2021-Q3,135.81,LU2021-Q3
LU,2021-Q4,138.7,LU2021-Q4
LU,2022-Q1,142.04,LU2022-Q1
LU,2022-Q2,147.56,LU2022-Q2
LU,2022-Q3,147.9,LU2022-Q3
LU,2022-Q4,149.05,LU2022-Q4
LU,2023-Q1,148.39,LU2023-Q1
LU,2023-Q2,150.32,LU2023-Q2
LU,2023-Q3,152.31,LU2023-Q3
LU,2023-Q4,152.69,LU2023-Q4
LV,2010-Q1,136.34,LV2010-Q1
LV,2010-Q2,138.07,LV2010-Q2
LV,2010-Q3,138.24,LV2010-Q3
LV,2010-Q4,138.98,LV2010-Q4
LV,2011-Q1,141.54,LV2011-Q1
LV,2011-Q2,144.4,LV2011-Q2
LV,2011-Q3,144.36,LV2011-Q3
LV,2011-Q4,144.62,LV2011-Q4
LV,2012-Q1,146.2,LV2012-Q1
LV,2012-Q2,147.87,LV2012-Q2
LV,2012-Q3,147.1,LV2012-Q3
LV,2012-Q4,146.9,LV2012-Q4
LV,2013-Q1,146.78,LV2013-Q1
LV,2013-Q2,147.71,LV2013-Q2
LV,2013-Q3,147.11,LV2013-Q3
LV,2013-Q4,146.53,LV2013-Q4
LV,2014-Q1,147.44,LV2014-Q1
LV,2014-Q2,148.87,LV2014-Q2
LV,2014-Q3,148.41,LV2014-Q3
LV,2014-Q4,147.48,LV2014-Q4
LV,2015-Q1,147.53,LV2015-Q1
LV,2015-Q2,150.07,LV2015-Q2
LV,2015-Q3,148.23,LV2015-Q3
LV,2015-Q4,147.61,LV2015-Q4
LV,2016-Q1,146.79,LV2016-Q1
LV,2016-Q2,148.99,LV2016-Q2
LV,2016-Q3,148.48,LV2016-Q3
LV,2016-Q4,149.79,LV2016-Q4
LV,2017-Q1,151.36,LV2017-Q1
LV,2017-Q2,153.5,LV2017-Q2
LV,2017-Q3,152.8,LV2017-Q3
LV,2017-Q4,153.58,LV2017-Q4
LV,2018-Q1,154.43,LV2018-Q1
LV,2018-Q2,157.15,LV2018-Q2
LV,2018-Q3,157.25,LV2018-Q3
LV,2018-Q4,158.03,LV2018-Q4
LV,2019-Q1,158.75,LV2019-Q1
LV,2019-Q2,162.33,LV2019-Q2
LV,2019-Q3,161.65,LV2019-Q3
LV,2019-Q4,161.33,LV2019-Q4
LV,2020-Q1,161.83,LV2020-Q1
LV,2020-Q2,161.2,LV2020-Q2
LV,2020-Q3,161.2,LV2020-Q3
LV,2020-Q4,160.35,LV2020-Q4
LV,2021-Q1,161.64,LV2021-Q1
LV,2021-Q2,164.94,LV2021-Q2
LV,2021-Q3,167.17,LV2021-Q3
LV,2021-Q4,171.71,LV2021-Q4
LV,2022-Q1,176.58,LV2022-Q1
LV,2022-Q2,191.93,LV2022-Q2
LV,2022-Q3,203.26,LV2022-Q3
LV,2022-Q4,208.44,LV2022-Q4
LV,2023-Q1,211.04,LV2023-Q1
LV,2023-Q2,214.45,LV2023-Q2
LV,2023-Q3,213.97,LV2023-Q3
LV,2023-Q4,211.42,LV2023-Q4
MT,2010-Q1,108.51,MT2010-Q1
MT,2010-Q2,113.25,MT2010-Q2
MT,2010-Q3,114.76,MT2010-Q3
MT,2010-Q4,112.95,MT2010-Q4
MT,2011-Q1,111.67,MT2011-Q1
MT,2011-Q2,116.27,MT2011-Q2
MT,2011-Q3,117.72,MT2011-Q3
MT,2011-Q4,115.1,MT2011-Q4
MT,2012-Q1,114.21,MT2012-Q1
MT,2012-Q2,120.88,MT2012-Q2
MT,2012-Q3,121.78,MT2012-Q3
MT,2012-Q4,118.76,MT2012-Q4
MT,2013-Q1,116.35,MT2013-Q1
MT,2013-Q2,121.82,MT2013-Q2
MT,2013-Q3,122.65,MT2013-Q3
MT,2013-Q4,119.48,MT2013-Q4
MT,2014-Q1,117.88,MT2014-Q1
MT,2014-Q2,122.46,MT2014-Q2
MT,2014-Q3,123.48,MT2014-Q3
MT,2014-Q4,120.17,MT2014-Q4
MT,2015-Q1,118.61,MT2015-Q1
MT,2015-Q2,124.01,MT2015-Q2
MT,2015-Q3,125.22,MT2015-Q3
MT,2015-Q4,121.83,MT2015-Q4
MT,2016-Q1,119.72,MT2016-Q1
MT,2016-Q2,125.19,MT2016-Q2
MT,2016-Q3,126.42,MT2016-Q3
MT,2016-Q4,122.76,MT2016-Q4
MT,2017-Q1,121.24,MT2017-Q1
MT,2017-Q2,126.57,MT2017-Q2
MT,2017-Q3,127.97,MT2017-Q3
MT,2017-Q4,124.53,MT2017-Q4
MT,2018-Q1,122.8,MT2018-Q1
MT,2018-Q2,128.76,MT2018-Q2
MT,2018-Q3,131.01,MT2018-Q3
MT,2018-Q4,126.47,MT2018-Q4
MT,2019-Q1,124.27,MT2019-Q1
MT,2019-Q2,131.0,MT2019-Q2
MT,2019-Q3,133.36,MT2019-Q3
MT,2019-Q4,128.14,MT2019-Q4
MT,2020-Q1,125.8,MT2020-Q1
MT,2020-Q2,132.29,MT2020-Q2
MT,2020-Q3,134.19,MT2020-Q3
MT,2020-Q4,128.57,MT2020-Q4
MT,2021-Q1,125.98,MT2021-Q1
MT,2021-Q2,132.46,MT2021-Q2
MT,2021-Q3,134.81,MT2021-Q3
MT,2021-Q4,131.28,MT2021-Q4
MT,2022-Q1,131.36,MT2022-Q1
MT,2022-Q2,140.1,MT2022-Q2
MT,2022-Q3,144.35,MT2022-Q3
MT,2022-Q4,140.88,MT2022-Q4
MT,2023-Q1,140.51,MT2023-Q1
MT,2023-Q2,148.92,MT2023-Q2
MT,2023-Q3,151.84,MT2023-Q3
MT,2023-Q4,146.39,MT2023-Q4
NL,2010-Q1,106.7,NL2010-Q1
NL,2010-Q2,108.15,NL2010-Q2
NL,2010-Q3,107.38,NL2010-Q3
NL,2010-Q4,108.02,NL2010-Q4
NL,2011-Q1,108.73,NL2011-Q1
NL,2011-Q2,110.56,NL2011-Q2
NL,2011-Q3,110.75,NL2011-Q3
NL,2011-Q4,110.86,NL2011-Q4
NL,2012-Q1,111.86,NL2012-Q1
NL,2012-Q2,113.41,NL2012-Q2
NL,2012-Q3,113.59,NL2012-Q3
NL,2012-Q4,114.48,NL2012-Q4
NL,2013-Q1,115.46,NL2013-Q1
NL,2013-Q2,116.81,NL2013-Q2
NL,2013-Q3,116.72,NL2013-Q3
NL,2013-Q4,115.97,NL2013-Q4
NL,2014-Q1,115.96,NL2014-Q1
NL,2014-Q2,117.22,NL2014-Q2
NL,2014-Q3,117.06,NL2014-Q3
NL,2014-Q4,116.2,NL2014-Q4
NL,2015-Q1,115.42,NL2015-Q1
NL,2015-Q2,117.67,NL2015-Q2
NL,2015-Q3,117.66,NL2015-Q3
NL,2015-Q4,116.68,NL2015-Q4
NL,2016-Q1,115.83,NL2016-Q1
NL,2016-Q2,117.42,NL2016-Q2
NL,2016-Q3,117.43,NL2016-Q3
NL,2016-Q4,117.23,NL2016-Q4
NL,2017-Q1,117.34,NL2017-Q1
NL,2017-Q2,118.65,NL2017-Q2
NL,2017-Q3,119.17,NL2017-Q3
NL,2017-Q4,118.82,NL2017-Q4
NL,2018-Q1,118.82,NL2018-Q1
NL,2018-Q2,120.46,NL2018-Q2
NL,2018-Q3,121.31,NL2018-Q3
NL,2018-Q4,120.99,NL2018-Q4
NL,2019-Q1,121.75,NL2019-Q1
NL,2019-Q2,123.71,NL2019-Q2
NL,2019-Q3,124.71,NL2019-Q3
NL,2019-Q4,124.29,NL2019-Q4
NL,2020-Q1,123.36,NL2020-Q1
NL,2020-Q2,125.24,NL2020-Q2
NL,2020-Q3,125.92,NL2020-Q3
NL,2020-Q4,125.42,NL2020-Q4
NL,2021-Q1,125.57,NL2021-Q1
NL,2021-Q2,127.5,NL2021-Q2
NL,2021-Q3,128.88,NL2021-Q3
NL,2021-Q4,132.13,NL2021-Q4
NL,2022-Q1,136.68,NL2022-Q1
NL,2022-Q2,140.82,NL2022-Q2
NL,2022-Q3,147.07,NL2022-Q3
NL,2022-Q4,149.33,NL2022-Q4
NL,2023-Q1,146.58,NL2023-Q1
NL,2023-Q2,149.72,NL2023-Q2
NL,2023-Q3,151.12,NL2023-Q3
NL,2023-Q4,149.99,NL2023-Q4
NO,2010-Q1,111.47,NO2010-Q1
NO,2010-Q2,112.17,NO2010-Q2
NO,2010-Q3,111.13,NO2010-Q3
NO,2010-Q4,112.23,NO2010-Q4
NO,2011-Q1,112.93,NO2011-Q1
NO,2011-Q2,113.73,NO2011-Q2
NO,2011-Q3,112.77,NO2011-Q3
NO,2011-Q4,113.13,NO2011-Q4
NO,2012-Q1,113.6,NO2012-Q1
NO,2012-Q2,113.77,NO2012-Q2
NO,2012-Q3,112.73,NO2012-Q3
NO,2012-Q4,114.2,NO2012-Q4
NO,2013-Q1,114.7,NO2013-Q1
NO,2013-Q2,115.83,NO2013-Q2
NO,2013-Q3,116.03,NO2013-Q3
NO,2013-Q4,116.63,NO2013-Q4
NO,2014-Q1,116.93,NO2014-Q1
NO,2014-Q2,117.73,NO2014-Q2
NO,2014-Q3,118.43,NO2014-Q3
NO,2014-Q4,118.9,NO2014-Q4
NO,2015-Q1,119.03,NO2015-Q1
NO,2015-Q2,120.23,NO2015-Q2
NO,2015-Q3,120.5,NO2015-Q3
NO,2015-Q4,121.87,NO2015-Q4
NO,2016-Q1,123.07,NO2016-Q1
NO,2016-Q2,124.77,NO2016-Q2
NO,2016-Q3,125.9,NO2016-Q3
NO,2016-Q4,126.63,NO2016-Q4
NO,2017-Q1,126.43,NO2017-Q1
NO,2017-Q2,127.4,NO2017-Q2
NO,2017-Q3,127.73,NO2017-Q3
NO,2017-Q4,128.2,NO2017-Q4
NO,2018-Q1,128.97,NO2018-Q1
NO,2018-Q2,130.67,NO2018-Q2
NO,2018-Q3,132.5,NO2018-Q3
NO,2018-Q4,133.03,NO2018-Q4
NO,2019-Q1,133.27,NO2019-Q1
NO,2019-Q2,134.13,NO2019-Q2
NO,2019-Q3,134.57,NO2019-Q3
NO,2019-Q4,135.03,NO2019-Q4
NO,2020-Q1,134.6,NO2020-Q1
NO,2020-Q2,135.47,NO2020-Q2
NO,2020-Q3,136.57,NO2020-Q3
NO,2020-Q4,136.57,NO2020-Q4
NO,2021-Q1,138.9,NO2021-Q1
NO,2021-Q2,139.53,NO2021-Q2
NO,2021-Q3,141.93,NO2021-Q3
NO,2021-Q4,143.83,NO2021-Q4
NO,2022-Q1,144.23,NO2022-Q1
NO,2022-Q2,148.43,NO2022-Q2
NO,2022-Q3,152.4,NO2022-Q3
NO,2022-Q4,154.4,NO2022-Q4
NO,2023-Q1,155.03,NO2023-Q1
NO,2023-Q2,158.83,NO2023-Q2
NO,2023-Q3,159.1,NO2023-Q3
NO,2023-Q4,160.97,NO2023-Q4
PL,2010-Q1,114.47,PL2010-Q1
PL,2010-Q2,115.6,PL2010-Q2
PL,2010-Q3,115.63,PL2010-Q3
PL,2010-Q4,116.57,PL2010-Q4
PL,2011-Q1,118.6,PL2011-Q1
PL,2011-Q2,120.27,PL2011-Q2
PL,2011-Q3,119.9,PL2011-Q3
PL,2011-Q4,121.5,PL2011-Q4
PL,2012-Q1,123.53,PL2012-Q1
PL,2012-Q2,125.03,PL2012-Q2
PL,2012-Q3,124.53,PL2012-Q3
PL,2012-Q4,124.87,PL2012-Q4
PL,2013-Q1,125.13,PL2013-Q1
PL,2013-Q2,125.67,PL2013-Q2
PL,2013-Q3,125.63,PL2013-Q3
PL,2013-Q4,125.6,PL2013-Q4
PL,2014-Q1,125.9,PL2014-Q1
PL,2014-Q2,126.07,PL2014-Q2
PL,2014-Q3,125.5,PL2014-Q3
PL,2014-Q4,125.07,PL2014-Q4
PL,2015-Q1,124.43,PL2015-Q1
PL,2015-Q2,125.2,PL2015-Q2
PL,2015-Q3,124.93,PL2015-Q3
PL,2015-Q4,124.43,PL2015-Q4
PL,2016-Q1,124.03,PL2016-Q1
PL,2016-Q2,124.7,PL2016-Q2
PL,2016-Q3,124.3,PL2016-Q3
PL,2016-Q4,124.97,PL2016-Q4
PL,2017-Q1,126.17,PL2017-Q1
PL,2017-Q2,126.6,PL2017-Q2
PL,2017-Q3,126.17,PL2017-Q3
PL,2017-Q4,127.2,PL2017-Q4
PL,2018-Q1,127.4,PL2018-Q1
PL,2018-Q2,128.07,PL2018-Q2
PL,2018-Q3,127.97,PL2018-Q3
PL,2018-Q4,128.63,PL2018-Q4
PL,2019-Q1,128.93,PL2019-Q1
PL,2019-Q2,130.9,PL2019-Q2
PL,2019-Q3,131.2,PL2019-Q3
PL,2019-Q4,131.97,PL2019-Q4
PL,2020-Q1,133.97,PL2020-Q1
PL,2020-Q2,135.37,PL2020-Q2
PL,2020-Q3,136.03,PL2020-Q3
PL,2020-Q4,136.7,PL2020-Q4
PL,2021-Q1,139.17,PL2021-Q1
PL,2021-Q2,141.6,PL2021-Q2
PL,2021-Q3,143.07,PL2021-Q3
PL,2021-Q4,146.67,PL2021-Q4
PL,2022-Q1,151.67,PL2022-Q1
PL,2022-Q2,159.7,PL2022-Q2
PL,2022-Q3,164.33,PL2022-Q3
PL,2022-Q4,170.07,PL2022-Q4
PL,2023-Q1,176.03,PL2023-Q1
PL,2023-Q2,179.63,PL2023-Q2
PL,2023-Q3,179.37,PL2023-Q3
PL,2023-Q4,180.67,PL2023-Q4
PT,2010-Q1,107.31,PT2010-Q1
