geo,new_time_period,obs_value,key1
EU27_2020,2017-Q3,121.78,EU27_20202017-Q3
EU27_2020,2017-Q4,122.11,EU27_20202017-Q4
EU27_2020,2018-Q1,122.58,EU27_20202018-Q1
EU27_2020,2018-Q2,122.9,EU27_20202018-Q2
EU27_2020,2018-Q3,123.23,EU27_20202018-Q3
EU27_2020,2018-Q4,123.61,EU27_20202018-Q4
EU27_2020,2019-Q1,124.15,EU27_20202019-Q1
EU27_2020,2019-Q2,124.61,EU27_20202019-Q2
EU27_2020,2019-Q3,125.21,EU27_20202019-Q3
EU27_2020,2019-Q4,125.58,EU27_20202019-Q4
EU27_2020,2020-Q1,126.11,EU27_20202020-Q1
EU27_2020,2020-Q2,126.36,EU27_20202020-Q2
EU27_2020,2020-Q3,126.86,EU27_20202020-Q3
EU27_2020,2020-Q4,127.17,EU27_20202020-Q4
EU27_2020,2021-Q1,127.64,EU27_20202021-Q1
EU27_2020,2021-Q2,128.03,EU27_20202021-Q2
EU27_2020,2021-Q3,128.4,EU27_20202021-Q3
EU27_2020,2021-Q4,128.76,EU27_20202021-Q4
EU27_2020,2022-Q1,129.39,EU27_20202022-Q1
EU27_2020,2022-Q2,130.2,EU27_20202022-Q2
EU27_2020,2022-Q3,131.14,EU27_20202022-Q3
EU27_2020,2022-Q4,131.92,EU27_20202022-Q4
EU27_2020,2023-Q1,133.11,EU27_20202023-Q1
EU27_2020,2023-Q2,134.09,EU27_20202023-Q2
EU27_2020,2023-Q3,135.11,EU27_20202023-Q3
EU27_2020,2023-Q4,135.88,EU27_20202023-Q4
FI,2010-Q1,114.96,FI2010-Q1
FI,2010-Q2,115.28,FI2010-Q2
FI,2010-Q3,115.96,FI2010-Q3
FI,2010-Q4,116.02,FI2010-Q4
FI,2011-Q1,118.11,FI2011-Q1
FI,2011-Q2,119.15,FI2011-Q2
FI,2011-Q3,119.95,FI2011-Q3
FI,2011-Q4,120.64,FI2011-Q4
FI,2012-Q1,121.91,FI2012-Q1
FI,2012-Q2,123.73,FI2012-Q2
FI,2012-Q3,124.76,FI2012-Q3
FI,2012-Q4,125.02,FI2012-Q4
FI,2013-Q1,126.11,FI2013-Q1
FI,2013-Q2,127.2,FI2013-Q2
FI,2013-Q3,127.88,FI2013-Q3
FI,2013-Q4,128.63,FI2013-Q4
FI,2014-Q1,129.59,FI2014-Q1
FI,2014-Q2,131.13,FI2014-Q2
FI,2014-Q3,132.02,FI2014-Q3
FI,2014-Q4,132.9,FI2014-Q4
FI,2015-Q1,133.82,FI2015-Q1
FI,2015-Q2,135.11,FI2015-Q2
FI,2015-Q3,135.93,FI2015-Q3
FI,2015-Q4,136.52,FI2015-Q4
FI,2016-Q1,137.15,FI2016-Q1
FI,2016-Q2,138.23,FI2016-Q2
FI,2016-Q3,138.94,FI2016-Q3
FI,2016-Q4,139.46,FI2016-Q4
FI,2017-Q1,140.14,FI2017-Q1
FI,2017-Q2,141.08,FI2017-Q2
FI,2017-Q3,141.7,FI2017-Q3
FI,2017-Q4,142.2,FI2017-Q4
FI,2018-Q1,142.84,FI2018-Q1
FI,2018-Q2,143.69,FI2018-Q2
FI,2018-Q3,144.36,FI2018-Q3
FI,2018-Q4,144.88,FI2018-Q4
FI,2019-Q1,145.59,FI2019-Q1
FI,2019-Q2,146.61,FI2019-Q2
FI,2019-Q3,147.33,FI2019-Q3
FI,2019-Q4,147.84,FI2019-Q4
FI,2020-Q1,148.22,FI2020-Q1
FI,2020-Q2,148.85,FI2020-Q2
FI,2020-Q3,149.13,FI2020-Q3
FI,2020-Q4,149.34,FI2020-Q4
FI,2021-Q1,149.51,FI2021-Q1
FI,2021-Q2,150.11,FI2021-Q2
FI,2021-Q3,150.41,FI2021-Q3
FI,2021-Q4,150.45,FI2021-Q4
FI,2022-Q1,150.71,FI2022-Q1
FI,2022-Q2,151.52,FI2022-Q2
FI,2022-Q3,151.89,FI2022-Q3
FI,2022-Q4,152.33,FI2022-Q4
FI,2023-Q1,153.45,FI2023-Q1
FI,2023-Q2,154.42,FI2023-Q2
FI,2023-Q3,155.25,FI2023-Q3
FI,2023-Q4,155.83,FI2023-Q4
FR,2010-Q1,112.53,FR2010-Q1
FR,2010-Q2,113.01,FR2010-Q2
FR,2010-Q3,113.26,FR2010-Q3
FR,2010-Q4,113.49,FR2010-Q4
FR,2011-Q1,113.9,FR2011-Q1
FR,2011-Q2,114.26,FR2011-Q2
FR,2011-Q3,114.58,FR2011-Q3
FR,2011-Q4,114.9,FR2011-Q4
FR,2012-Q1,115.43,FR2012-Q1
FR,2012-Q2,116.15,FR2012-Q2
FR,2012-Q3,116.43,FR2012-Q3
FR,2012-Q4,116.87,FR2012-Q4
FR,2013-Q1,117.58,FR2013-Q1
FR,2013-Q2,117.93,FR2013-Q2
FR,2013-Q3,118.33,FR2013-Q3
FR,2013-Q4,118.49,FR2013-Q4
FR,2014-Q1,118.95,FR2014-Q1
FR,2014-Q2,119.23,FR2014-Q2
FR,2014-Q3,119.41,FR2014-Q3
FR,2014-Q4,119.63,FR2014-Q4
FR,2015-Q1,119.84,FR2015-Q1
FR,2015-Q2,120.03,FR2015-Q2
FR,2015-Q3,120.19,FR2015-Q3
FR,2015-Q4,120.26,FR2015-Q4
FR,2016-Q1,120.35,FR2016-Q1
FR,2016-Q2,120.44,FR2016-Q2
FR,2016-Q3,120.52,FR2016-Q3
FR,2016-Q4,120.57,FR2016-Q4
FR,2017-Q1,120.56,FR2017-Q1
FR,2017-Q2,120.68,FR2017-Q2
FR,2017-Q3,120.72,FR2017-Q3
FR,2017-Q4,120.83,FR2017-Q4
FR,2018-Q1,121.06,FR2018-Q1
FR,2018-Q2,120.79,FR2018-Q2
FR,2018-Q3,119.76,FR2018-Q3
FR,2018-Q4,119.91,FR2018-Q4
FR,2019-Q1,120.46,FR2019-Q1
FR,2019-Q2,120.85,FR2019-Q2
FR,2019-Q3,121.02,FR2019-Q3
FR,2019-Q4,121.19,FR2019-Q4
FR,2020-Q1,121.32,FR2020-Q1
FR,2020-Q2,121.28,FR2020-Q2
FR,2020-Q3,121.32,FR2020-Q3
FR,2020-Q4,121.48,FR2020-Q4
FR,2021-Q1,122.1,FR2021-Q1
FR,2021-Q2,122.4,FR2021-Q2
FR,2021-Q3,122.55,FR2021-Q3
FR,2021-Q4,122.47,FR2021-Q4
FR,2022-Q1,122.71,FR2022-Q1
FR,2022-Q2,123.06,FR2022-Q2
FR,2022-Q3,123.35,FR2022-Q3
FR,2022-Q4,123.7,FR2022-Q4
FR,2023-Q1,124.95,FR2023-Q1
FR,2023-Q2,125.75,FR2023-Q2
FR,2023-Q3,126.13,FR2023-Q3
FR,2023-Q4,126.47,FR2023-Q4
HR,2010-Q1,168.74,HR2010-Q1
HR,2010-Q2,171.26,HR2010-Q2
HR,2010-Q3,173.37,HR2010-Q3
HR,2010-Q4,173.42,HR2010-Q4
HR,2011-Q1,173.79,HR2011-Q1
HR,2011-Q2,173.75,HR2011-Q2
HR,2011-Q3,173.77,HR2011-Q3
HR,2011-Q4,173.77,HR2011-Q4
HR,2012-Q1,173.7,HR2012-Q1
HR,2012-Q2,173.68,HR2012-Q2
HR,2012-Q3,173.68,HR2012-Q3
HR,2012-Q4,173.62,HR2012-Q4
HR,2013-Q1,173.61,HR2013-Q1
HR,2013-Q2,173.71,HR2013-Q2
HR,2013-Q3,173.6,HR2013-Q3
HR,2013-Q4,173.63,HR2013-Q4
HR,2014-Q1,175.38,HR2014-Q1
HR,2014-Q2,175.1,HR2014-Q2
HR,2014-Q3,176.42,HR2014-Q3
HR,2014-Q4,178.26,HR2014-Q4
HR,2015-Q1,177.9,HR2015-Q1
HR,2015-Q2,177.04,HR2015-Q2
HR,2015-Q3,177.09,HR2015-Q3
HR,2015-Q4,177.37,HR2015-Q4
HR,2016-Q1,177.26,HR2016-Q1
HR,2016-Q2,175.75,HR2016-Q2
HR,2016-Q3,174.07,HR2016-Q3
HR,2016-Q4,174.67,HR2016-Q4
HR,2017-Q1,174.92,HR2017-Q1
HR,2017-Q2,174.38,HR2017-Q2
HR,2017-Q3,174.53,HR2017-Q3
HR,2017-Q4,175.92,HR2017-Q4
HR,2018-Q1,178.25,HR2018-Q1
HR,2018-Q2,178.97,HR2018-Q2
HR,2018-Q3,179.28,HR2018-Q3
HR,2018-Q4,181.2,HR2018-Q4
HR,2019-Q1,187.0,HR2019-Q1
HR,2019-Q2,187.49,HR2019-Q2
HR,2019-Q3,188.27,HR2019-Q3
HR,2019-Q4,189.85,HR2019-Q4
HR,2020-Q1,192.86,HR2020-Q1
HR,2020-Q2,193.01,HR2020-Q2
HR,2020-Q3,191.38,HR2020-Q3
HR,2020-Q4,191.76,HR2020-Q4
HR,2021-Q1,193.15,HR2021-Q1
HR,2021-Q2,192.42,HR2021-Q2
HR,2021-Q3,192.66,HR2021-Q3
HR,2021-Q4,194.3,HR2021-Q4
HR,2022-Q1,197.28,HR2022-Q1
HR,2022-Q2,198.05,HR2022-Q2
HR,2022-Q3,199.78,HR2022-Q3
HR,2022-Q4,201.95,HR2022-Q4
HR,2023-Q1,207.94,HR2023-Q1
HR,2023-Q2,210.35,HR2023-Q2
HR,2023-Q3,212.66,HR2023-Q3
HR,2023-Q4,216.2,HR2023-Q4
HU,2010-Q1,134.73,HU2010-Q1
HU,2010-Q2,134.89,HU2010-Q2
HU,2010-Q3,134.94,HU2010-Q3
HU,2010-Q4,135.27,HU2010-Q4
HU,2011-Q1,135.76,HU2011-Q1
HU,2011-Q2,137.37,HU2011-Q2
HU,2011-Q3,138.31,HU2011-Q3
HU,2011-Q4,138.43,HU2011-Q4
HU,2012-Q1,141.35,HU2012-Q1
HU,2012-Q2,142.58,HU2012-Q2
HU,2012-Q3,143.27,HU2012-Q3
HU,2012-Q4,143.71,HU2012-Q4
HU,2013-Q1,144.79,HU2013-Q1
HU,2013-Q2,145.3,HU2013-Q2
HU,2013-Q3,146.11,HU2013-Q3
HU,2013-Q4,146.37,HU2013-Q4
HU,2014-Q1,147.07,HU2014-Q1
HU,2014-Q2,145.79,HU2014-Q2
HU,2014-Q3,145.48,HU2014-Q3
HU,2014-Q4,145.99,HU2014-Q4
HU,2015-Q1,146.34,HU2015-Q1
HU,2015-Q2,147.25,HU2015-Q2
HU,2015-Q3,149.89,HU2015-Q3
HU,2015-Q4,152.67,HU2015-Q4
HU,2016-Q1,155.23,HU2016-Q1
HU,2016-Q2,156.52,HU2016-Q2
HU,2016-Q3,157.76,HU2016-Q3
HU,2016-Q4,157.76,HU2016-Q4
HU,2017-Q1,158.84,HU2017-Q1
HU,2017-Q2,160.64,HU2017-Q2
HU,2017-Q3,162.89,HU2017-Q3
HU,2017-Q4,163.99,HU2017-Q4
HU,2018-Q1,166.73,HU2018-Q1
HU,2018-Q2,168.03,HU2018-Q2
HU,2018-Q3,170.88,HU2018-Q3
HU,2018-Q4,173.37,HU2018-Q4
HU,2019-Q1,179.16,HU2019-Q1
HU,2019-Q2,183.81,HU2019-Q2
HU,2019-Q3,188.27,HU2019-Q3
HU,2019-Q4,191.57,HU2019-Q4
HU,2020-Q1,196.39,HU2020-Q1
HU,2020-Q2,192.61,HU2020-Q2
HU,2020-Q3,193.19,HU2020-Q3
HU,2020-Q4,192.4,HU2020-Q4
HU,2021-Q1,193.6,HU2021-Q1
HU,2021-Q2,194.87,HU2021-Q2
HU,2021-Q3,198.41,HU2021-Q3
HU,2021-Q4,202.25,HU2021-Q4
HU,2022-Q1,206.98,HU2022-Q1
HU,2022-Q2,212.62,HU2022-Q2
HU,2022-Q3,222.22,HU2022-Q3
HU,2022-Q4,230.54,HU2022-Q4
HU,2023-Q1,236.34,HU2023-Q1
HU,2023-Q2,243.18,HU2023-Q2
HU,2023-Q3,253.14,HU2023-Q3
HU,2023-Q4,259.83,HU2023-Q4
IE,2010-Q1,99.8,IE2010-Q1
IE,2010-Q2,100.17,IE2010-Q2
IE,2010-Q3,99.9,IE2010-Q3
IE,2010-Q4,98.87,IE2010-Q4
IE,2011-Q1,99.07,IE2011-Q1
IE,2011-Q2,99.4,IE2011-Q2
IE,2011-Q3,99.6,IE2011-Q3
IE,2011-Q4,100.73,IE2011-Q4
IE,2012-Q1,101.1,IE2012-Q1
IE,2012-Q2,100.73,IE2012-Q2
IE,2012-Q3,100.97,IE2012-Q3
IE,2012-Q4,102.53,IE2012-Q4
IE,2013-Q1,103.47,IE2013-Q1
IE,2013-Q2,105.87,IE2013-Q2
IE,2013-Q3,107.8,IE2013-Q3
IE,2013-Q4,110.27,IE2013-Q4
IE,2014-Q1,112.97,IE2014-Q1
IE,2014-Q2,114.53,IE2014-Q2
IE,2014-Q3,116.1,IE2014-Q3
IE,2014-Q4,118.47,IE2014-Q4
IE,2015-Q1,121.4,IE2015-Q1
IE,2015-Q2,123.33,IE2015-Q2
IE,2015-Q3,126.4,IE2015-Q3
IE,2015-Q4,128.67,IE2015-Q4
IE,2016-Q1,131.47,IE2016-Q1
IE,2016-Q2,134.13,IE2016-Q2
IE,2016-Q3,137.33,IE2016-Q3
IE,2016-Q4,140.3,IE2016-Q4
IE,2017-Q1,141.5,IE2017-Q1
IE,2017-Q2,143.27,IE2017-Q2
IE,2017-Q3,146.17,IE2017-Q3
IE,2017-Q4,148.5,IE2017-Q4
IE,2018-Q1,150.63,IE2018-Q1
IE,2018-Q2,153.07,IE2018-Q2
IE,2018-Q3,155.0,IE2018-Q3
IE,2018-Q4,157.87,IE2018-Q4
IE,2019-Q1,159.37,IE2019-Q1
IE,2019-Q2,161.17,IE2019-Q2
IE,2019-Q3,163.57,IE2019-Q3
IE,2019-Q4,165.3,IE2019-Q4
IE,2020-Q1,165.57,IE2020-Q1
IE,2020-Q2,161.83,IE2020-Q2
IE,2020-Q3,161.67,IE2020-Q3
IE,2020-Q4,161.37,IE2020-Q4
IE,2021-Q1,162.83,IE2021-Q1
IE,2021-Q2,165.07,IE2021-Q2
IE,2021-Q3,167.57,IE2021-Q3
IE,2021-Q4,173.13,IE2021-Q4
IE,2022-Q1,176.2,IE2022-Q1
IE,2022-Q2,181.53,IE2022-Q2
IE,2022-Q3,186.63,IE2022-Q3
IE,2022-Q4,189.67,IE2022-Q4
IE,2023-Q1,192.4,IE2023-Q1
IE,2023-Q2,195.03,IE2023-Q2
IE,2023-Q3,199.17,IE2023-Q3
IE,2023-Q4,201.73,IE2023-Q4
IT,2010-Q1,112.5,IT2010-Q1
IT,2010-Q2,112.8,IT2010-Q2
IT,2010-Q3,113.2,IT2010-Q3
IT,2010-Q4,113.6,IT2010-Q4
IT,2011-Q1,114.2,IT2011-Q1
IT,2011-Q2,114.73,IT2011-Q2
IT,2011-Q3,114.9,IT2011-Q3
IT,2011-Q4,115.63,IT2011-Q4
IT,2012-Q1,116.6,IT2012-Q1
IT,2012-Q2,117.27,IT2012-Q2
IT,2012-Q3,117.63,IT2012-Q3
IT,2012-Q4,118.17,IT2012-Q4
IT,2013-Q1,118.57,IT2013-Q1
IT,2013-Q2,119.03,IT2013-Q2
IT,2013-Q3,119.3,IT2013-Q3
IT,2013-Q4,118.73,IT2013-Q4
IT,2014-Q1,118.53,IT2014-Q1
IT,2014-Q2,118.5,IT2014-Q2
IT,2014-Q3,118.57,IT2014-Q3
IT,2014-Q4,118.6,IT2014-Q4
IT,2015-Q1,118.67,IT2015-Q1
IT,2015-Q2,118.7,IT2015-Q2
IT,2015-Q3,118.7,IT2015-Q3
IT,2015-Q4,118.8,IT2015-Q4
IT,2016-Q1,118.97,IT2016-Q1
IT,2016-Q2,119.1,IT2016-Q2
IT,2016-Q3,119.13,IT2016-Q3
IT,2016-Q4,119.03,IT2016-Q4
IT,2017-Q1,119.13,IT2017-Q1
IT,2017-Q2,119.27,IT2017-Q2
IT,2017-Q3,119.27,IT2017-Q3
IT,2017-Q4,119.43,IT2017-Q4
IT,2018-Q1,119.53,IT2018-Q1
IT,2018-Q2,119.67,IT2018-Q2
IT,2018-Q3,119.83,IT2018-Q3
IT,2018-Q4,119.97,IT2018-Q4
IT,2019-Q1,119.97,IT2019-Q1
IT,2019-Q2,119.93,IT2019-Q2
IT,2019-Q3,120.1,IT2019-Q3
IT,2019-Q4,120.3,IT2019-Q4
IT,2020-Q1,120.4,IT2020-Q1
IT,2020-Q2,120.37,IT2020-Q2
IT,2020-Q3,120.4,IT2020-Q3
IT,2020-Q4,120.37,IT2020-Q4
IT,2021-Q1,120.27,IT2021-Q1
IT,2021-Q2,120.3,IT2021-Q2
IT,2021-Q3,120.43,IT2021-Q3
IT,2021-Q4,120.6,IT2021-Q4
IT,2022-Q1,121.0,IT2022-Q1
IT,2022-Q2,121.43,IT2022-Q2
IT,2022-Q3,121.87,IT2022-Q3
IT,2022-Q4,122.8,IT2022-Q4
IT,2023-Q1,123.4,IT2023-Q1
IT,2023-Q2,124.3,IT2023-Q2
IT,2023-Q3,125.27,IT2023-Q3
IT,2023-Q4,126.13,IT2023-Q4
LT,2010-Q1,148.26,LT2010-Q1
LT,2010-Q2,150.44,LT2010-Q2
LT,2010-Q3,159.32,LT2010-Q3
LT,2010-Q4,155.17,LT2010-Q4
LT,2011-Q1,151.63,LT2011-Q1
LT,2011-Q2,158.65,LT2011-Q2
LT,2011-Q3,160.0,LT2011-Q3
LT,2011-Q4,157.07,LT2011-Q4
LT,2012-Q1,162.36,LT2012-Q1
LT,2012-Q2,169.11,LT2012-Q2
LT,2012-Q3,180.29,LT2012-Q3
LT,2012-Q4,179.7,LT2012-Q4
LT,2013-Q1,172.08,LT2013-Q1
LT,2013-Q2,180.11,LT2013-Q2
LT,2013-Q3,193.17,LT2013-Q3
LT,2013-Q4,191.08,LT2013-Q4
LT,2014-Q1,191.0,LT2014-Q1
LT,2014-Q2,203.93,LT2014-Q2
LT,2014-Q3,215.64,LT2014-Q3
LT,2014-Q4,216.41,LT2014-Q4
LT,2015-Q1,219.54,LT2015-Q1
LT,2015-Q2,239.12,LT2015-Q2
LT,2015-Q3,262.42,LT2015-Q3
LT,2015-Q4,257.88,LT2015-Q4
LT,2016-Q1,264.14,LT2016-Q1
LT,2016-Q2,269.65,LT2016-Q2
LT,2016-Q3,274.76,LT2016-Q3
LT,2016-Q4,271.68,LT2016-Q4
LT,2017-Q1,267.55,LT2017-Q1
LT,2017-Q2,266.98,LT2017-Q2
LT,2017-Q3,272.6,LT2017-Q3
LT,2017-Q4,276.55,LT2017-Q4
LT,2018-Q1,280.03,LT2018-Q1
LT,2018-Q2,284.31,LT2018-Q2
LT,2018-Q3,288.84,LT2018-Q3
LT,2018-Q4,293.06,LT2018-Q4
LT,2019-Q1,299.84,LT2019-Q1
LT,2019-Q2,308.25,LT2019-Q2
LT,2019-Q3,313.01,LT2019-Q3
LT,2019-Q4,313.09,LT2019-Q4
LT,2020-Q1,314.07,LT2020-Q1
LT,2020-Q2,314.85,LT2020-Q2
LT,2020-Q3,317.22,LT2020-Q3
LT,2020-Q4,320.76,LT2020-Q4
LT,2021-Q1,319.77,LT2021-Q1
LT,2021-Q2,320.58,LT2021-Q2
LT,2021-Q3,323.48,LT2021-Q3
LT,2021-Q4,325.93,LT2021-Q4
LT,2022-Q1,347.58,LT2022-Q1
LT,2022-Q2,366.49,LT2022-Q2
LT,2022-Q3,385.02,LT2022-Q3
LT,2022-Q4,398.88,LT2022-Q4
LT,2023-Q1,405.58,LT2023-Q1
LT,2023-Q2,410.94,LT2023-Q2
LT,2023-Q3,413.98,LT2023-Q3
LT,2023-Q4,416.23,LT2023-Q4
LU,2010-Q1,111.4,LU2010-Q1
LU,2010-Q2,111.72,LU2010-Q2
LU,2010-Q3,112.05,LU2010-Q3
LU,2010-Q4,112.41,LU2010-Q4
LU,2011-Q1,113.28,LU2011-Q1
LU,2011-Q2,113.88,LU2011-Q2
LU,2011-Q3,114.32,LU2011-Q3
LU,2011-Q4,114.66,LU2011-Q4
LU,2012-Q1,114.89,LU2012-Q1
LU,2012-Q2,115.39,LU2012-Q2
LU,2012-Q3,115.9,LU2012-Q3
LU,2012-Q4,116.04,LU2012-Q4
LU,2013-Q1,116.41,LU2013-Q1
LU,2013-Q2,116.97,LU2013-Q2
LU,2013-Q3,117.53,LU2013-Q3
LU,2013-Q4,117.75,LU2013-Q4
LU,2014-Q1,118.0,LU2014-Q1
LU,2014-Q2,118.15,LU2014-Q2
LU,2014-Q3,118.33,LU2014-Q3
LU,2014-Q4,118.69,LU2014-Q4
LU,2015-Q1,119.31,LU2015-Q1
LU,2015-Q2,120.17,LU2015-Q2
LU,2015-Q3,120.71,LU2015-Q3
LU,2015-Q4,120.8,LU2015-Q4
LU,2016-Q1,120.99,LU2016-Q1
LU,2016-Q2,121.23,LU2016-Q2
LU,2016-Q3,121.29,LU2016-Q3
LU,2016-Q4,121.57,LU2016-Q4
LU,2017-Q1,122.07,LU2017-Q1
LU,2017-Q2,122.6,LU2017-Q2
LU,2017-Q3,122.81,LU2017-Q3
LU,2017-Q4,123.27,LU2017-Q4
LU,2018-Q1,123.69,LU2018-Q1
LU,2018-Q2,123.85,LU2018-Q2
LU,2018-Q3,124.54,LU2018-Q3
LU,2018-Q4,124.87,LU2018-Q4
LU,2019-Q1,125.3,LU2019-Q1
LU,2019-Q2,125.87,LU2019-Q2
LU,2019-Q3,125.89,LU2019-Q3
LU,2019-Q4,126.59,LU2019-Q4
LU,2020-Q1,126.94,LU2020-Q1
LU,2020-Q2,127.17,LU2020-Q2
LU,2020-Q3,127.36,LU2020-Q3
LU,2020-Q4,127.66,LU2020-Q4
LU,2021-Q1,128.16,LU2021-Q1
LU,2021-Q2,128.91,LU2021-Q2
LU,2021-Q3,129.39,LU2021-Q3
LU,2021-Q4,129.69,LU2021-Q4
LU,2022-Q1,130.43,LU2022-Q1
LU,2022-Q2,130.9,LU2022-Q2
LU,2022-Q3,131.58,LU2022-Q3
LU,2022-Q4,132.22,LU2022-Q4
LU,2023-Q1,132.7,LU2023-Q1
LU,2023-Q2,133.44,LU2023-Q2
LU,2023-Q3,133.81,LU2023-Q3
LU,2023-Q4,134.24,LU2023-Q4
LV,2010-Q1,119.69,LV2010-Q1
LV,2010-Q2,120.67,LV2010-Q2
LV,2010-Q3,121.08,LV2010-Q3
LV,2010-Q4,126.43,LV2010-Q4
LV,2011-Q1,126.84,LV2011-Q1
LV,2011-Q2,126.42,LV2011-Q2
LV,2011-Q3,128.97,LV2011-Q3
LV,2011-Q4,132.97,LV2011-Q4
LV,2012-Q1,135.19,LV2012-Q1
LV,2012-Q2,138.98,LV2012-Q2
LV,2012-Q3,144.19,LV2012-Q3
LV,2012-Q4,146.08,LV2012-Q4
LV,2013-Q1,145.94,LV2013-Q1
LV,2013-Q2,147.15,LV2013-Q2
LV,2013-Q3,150.42,LV2013-Q3
LV,2013-Q4,152.81,LV2013-Q4
LV,2014-Q1,154.88,LV2014-Q1
LV,2014-Q2,154.9,LV2014-Q2
LV,2014-Q3,158.62,LV2014-Q3
LV,2014-Q4,157.43,LV2014-Q4
LV,2015-Q1,155.34,LV2015-Q1
LV,2015-Q2,157.17,LV2015-Q2
LV,2015-Q3,161.34,LV2015-Q3
LV,2015-Q4,156.63,LV2015-Q4
LV,2016-Q1,155.5,LV2016-Q1
LV,2016-Q2,155.53,LV2016-Q2
LV,2016-Q3,156.52,LV2016-Q3
LV,2016-Q4,154.22,LV2016-Q4
LV,2017-Q1,153.53,LV2017-Q1
LV,2017-Q2,153.81,LV2017-Q2
LV,2017-Q3,157.47,LV2017-Q3
LV,2017-Q4,154.78,LV2017-Q4
LV,2018-Q1,156.4,LV2018-Q1
LV,2018-Q2,157.64,LV2018-Q2
LV,2018-Q3,166.11,LV2018-Q3
LV,2018-Q4,165.27,LV2018-Q4
LV,2019-Q1,165.42,LV2019-Q1
LV,2019-Q2,166.96,LV2019-Q2
LV,2019-Q3,172.78,LV2019-Q3
LV,2019-Q4,170.2,LV2019-Q4
LV,2020-Q1,172.33,LV2020-Q1
LV,2020-Q2,158.68,LV2020-Q2
LV,2020-Q3,165.37,LV2020-Q3
LV,2020-Q4,164.42,LV2020-Q4
LV,2021-Q1,163.69,LV2021-Q1
LV,2021-Q2,165.87,LV2021-Q2
LV,2021-Q3,170.56,LV2021-Q3
LV,2021-Q4,171.09,LV2021-Q4
LV,2022-Q1,168.39,LV2022-Q1
LV,2022-Q2,175.5,LV2022-Q2
LV,2022-Q3,179.33,LV2022-Q3
LV,2022-Q4,167.68,LV2022-Q4
LV,2023-Q1,168.07,LV2023-Q1
LV,2023-Q2,176.94,LV2023-Q2
LV,2023-Q3,183.42,LV2023-Q3
LV,2023-Q4,182.34,LV2023-Q4
MT,2010-Q1,113.54,MT2010-Q1
MT,2010-Q2,113.64,MT2010-Q2
MT,2010-Q3,113.9,MT2010-Q3
MT,2010-Q4,114.01,MT2010-Q4
MT,2011-Q1,114.45,MT2011-Q1
MT,2011-Q2,116.61,MT2011-Q2
MT,2011-Q3,117.93,MT2011-Q3
MT,2011-Q4,117.99,MT2011-Q4
MT,2012-Q1,118.09,MT2012-Q1
MT,2012-Q2,118.03,MT2012-Q2
MT,2012-Q3,118.11,MT2012-Q3
MT,2012-Q4,118.22,MT2012-Q4
MT,2013-Q1,118.4,MT2013-Q1
MT,2013-Q2,118.46,MT2013-Q2
MT,2013-Q3,118.48,MT2013-Q3
MT,2013-Q4,118.62,MT2013-Q4
MT,2014-Q1,118.78,MT2014-Q1
MT,2014-Q2,118.82,MT2014-Q2
MT,2014-Q3,118.84,MT2014-Q3
MT,2014-Q4,118.86,MT2014-Q4
MT,2015-Q1,119.81,MT2015-Q1
MT,2015-Q2,121.56,MT2015-Q2
MT,2015-Q3,122.66,MT2015-Q3
MT,2015-Q4,123.25,MT2015-Q4
MT,2016-Q1,127.01,MT2016-Q1
MT,2016-Q2,127.08,MT2016-Q2
MT,2016-Q3,127.24,MT2016-Q3
MT,2016-Q4,127.43,MT2016-Q4
MT,2017-Q1,127.66,MT2017-Q1
MT,2017-Q2,127.74,MT2017-Q2
MT,2017-Q3,127.84,MT2017-Q3
MT,2017-Q4,127.93,MT2017-Q4
MT,2018-Q1,128.67,MT2018-Q1
MT,2018-Q2,129.66,MT2018-Q2
MT,2018-Q3,130.31,MT2018-Q3
MT,2018-Q4,131.15,MT2018-Q4
MT,2019-Q1,132.32,MT2019-Q1
MT,2019-Q2,133.97,MT2019-Q2
MT,2019-Q3,135.79,MT2019-Q3
MT,2019-Q4,139.15,MT2019-Q4
MT,2020-Q1,140.43,MT2020-Q1
MT,2020-Q2,140.59,MT2020-Q2
MT,2020-Q3,141.45,MT2020-Q3
MT,2020-Q4,140.62,MT2020-Q4
MT,2021-Q1,140.34,MT2021-Q1
MT,2021-Q2,136.31,MT2021-Q2
MT,2021-Q3,138.21,MT2021-Q3
MT,2021-Q4,140.46,MT2021-Q4
MT,2022-Q1,142.49,MT2022-Q1
MT,2022-Q2,144.36,MT2022-Q2
MT,2022-Q3,147.21,MT2022-Q3
MT,2022-Q4,150.93,MT2022-Q4
MT,2023-Q1,156.52,MT2023-Q1
MT,2023-Q2,165.43,MT2023-Q2
MT,2023-Q3,174.08,MT2023-Q3
MT,2023-Q4,177.85,MT2023-Q4
NL,2010-Q1,110.21,NL2010-Q1
NL,2010-Q2,110.21,NL2010-Q2
NL,2010-Q3,112.03,NL2010-Q3
NL,2010-Q4,112.03,NL2010-Q4
NL,2011-Q1,112.03,NL2011-Q1
NL,2011-Q2,112.03,NL2011-Q2
NL,2011-Q3,114.02,NL2011-Q3
NL,2011-Q4,114.02,NL2011-Q4
NL,2012-Q1,114.02,NL2012-Q1
NL,2012-Q2,114.02,NL2012-Q2
NL,2012-Q3,117.25,NL2012-Q3
NL,2012-Q4,117.25,NL2012-Q4
NL,2013-Q1,117.25,NL2013-Q1
NL,2013-Q2,117.25,NL2013-Q2
