geo,new_time_period,obs_value,key1
CY,2021-Q1,108.98,CY2021-Q1
CY,2021-Q2,109.54,CY2021-Q2
CY,2021-Q3,110.09,CY2021-Q3
CY,2021-Q4,111.73,CY2021-Q4
CY,2022-Q1,112.12,CY2022-Q1
CY,2022-Q2,113.02,CY2022-Q2
CY,2022-Q3,113.88,CY2022-Q3
CY,2022-Q4,114.73,CY2022-Q4
CY,2023-Q1,116.1,CY2023-Q1
CY,2023-Q2,117.61,CY2023-Q2
CY,2023-Q3,119.32,CY2023-Q3
CY,2023-Q4,121.06,CY2023-Q4
CZ,2010-Q1,154.1,CZ2010-Q1
CZ,2010-Q2,154.07,CZ2010-Q2
CZ,2010-Q3,154.9,CZ2010-Q3
CZ,2010-Q4,154.73,CZ2010-Q4
CZ,2011-Q1,157.17,CZ2011-Q1
CZ,2011-Q2,157.67,CZ2011-Q2
CZ,2011-Q3,159.53,CZ2011-Q3
CZ,2011-Q4,160.33,CZ2011-Q4
CZ,2012-Q1,164.57,CZ2012-Q1
CZ,2012-Q2,165.27,CZ2012-Q2
CZ,2012-Q3,166.07,CZ2012-Q3
CZ,2012-Q4,166.27,CZ2012-Q4
CZ,2013-Q1,168.47,CZ2013-Q1
CZ,2013-Q2,168.5,CZ2013-Q2
CZ,2013-Q3,169.17,CZ2013-Q3
CZ,2013-Q4,169.33,CZ2013-Q4
CZ,2014-Q1,169.97,CZ2014-Q1
CZ,2014-Q2,169.87,CZ2014-Q2
CZ,2014-Q3,170.8,CZ2014-Q3
CZ,2014-Q4,171.03,CZ2014-Q4
CZ,2015-Q1,171.6,CZ2015-Q1
CZ,2015-Q2,171.87,CZ2015-Q2
CZ,2015-Q3,171.6,CZ2015-Q3
CZ,2015-Q4,172.37,CZ2015-Q4
CZ,2016-Q1,173.1,CZ2016-Q1
CZ,2016-Q2,173.4,CZ2016-Q2
CZ,2016-Q3,174.23,CZ2016-Q3
CZ,2016-Q4,174.83,CZ2016-Q4
CZ,2017-Q1,176.33,CZ2017-Q1
CZ,2017-Q2,177.13,CZ2017-Q2
CZ,2017-Q3,177.97,CZ2017-Q3
CZ,2017-Q4,179.0,CZ2017-Q4
CZ,2018-Q1,180.37,CZ2018-Q1
CZ,2018-Q2,182.23,CZ2018-Q2
CZ,2018-Q3,183.97,CZ2018-Q3
CZ,2018-Q4,185.0,CZ2018-Q4
CZ,2019-Q1,187.17,CZ2019-Q1
CZ,2019-Q2,188.6,CZ2019-Q2
CZ,2019-Q3,191.2,CZ2019-Q3
CZ,2019-Q4,191.93,CZ2019-Q4
CZ,2020-Q1,195.1,CZ2020-Q1
CZ,2020-Q2,195.6,CZ2020-Q2
CZ,2020-Q3,195.93,CZ2020-Q3
CZ,2020-Q4,195.77,CZ2020-Q4
CZ,2021-Q1,197.6,CZ2021-Q1
CZ,2021-Q2,199.17,CZ2021-Q2
CZ,2021-Q3,201.3,CZ2021-Q3
CZ,2021-Q4,202.97,CZ2021-Q4
CZ,2022-Q1,206.17,CZ2022-Q1
CZ,2022-Q2,208.37,CZ2022-Q2
CZ,2022-Q3,211.5,CZ2022-Q3
CZ,2022-Q4,214.6,CZ2022-Q4
CZ,2023-Q1,219.4,CZ2023-Q1
CZ,2023-Q2,222.7,CZ2023-Q2
CZ,2023-Q3,227.73,CZ2023-Q3
CZ,2023-Q4,230.8,CZ2023-Q4
DE,2010-Q1,105.07,DE2010-Q1
DE,2010-Q2,105.43,DE2010-Q2
DE,2010-Q3,105.7,DE2010-Q3
DE,2010-Q4,105.97,DE2010-Q4
DE,2011-Q1,106.4,DE2011-Q1
DE,2011-Q2,106.8,DE2011-Q2
DE,2011-Q3,107.07,DE2011-Q3
DE,2011-Q4,107.37,DE2011-Q4
DE,2012-Q1,107.7,DE2012-Q1
DE,2012-Q2,107.97,DE2012-Q2
DE,2012-Q3,108.3,DE2012-Q3
DE,2012-Q4,108.6,DE2012-Q4
DE,2013-Q1,109.0,DE2013-Q1
DE,2013-Q2,109.4,DE2013-Q2
DE,2013-Q3,109.7,DE2013-Q3
DE,2013-Q4,110.1,DE2013-Q4
DE,2014-Q1,110.67,DE2014-Q1
DE,2014-Q2,111.1,DE2014-Q2
DE,2014-Q3,111.4,DE2014-Q3
DE,2014-Q4,111.77,DE2014-Q4
DE,2015-Q1,112.1,DE2015-Q1
DE,2015-Q2,112.5,DE2015-Q2
DE,2015-Q3,112.77,DE2015-Q3
DE,2015-Q4,113.0,DE2015-Q4
DE,2016-Q1,113.4,DE2016-Q1
DE,2016-Q2,113.7,DE2016-Q2
DE,2016-Q3,114.1,DE2016-Q3
DE,2016-Q4,114.67,DE2016-Q4
DE,2017-Q1,115.2,DE2017-Q1
DE,2017-Q2,115.67,DE2017-Q2
DE,2017-Q3,116.1,DE2017-Q3
DE,2017-Q4,116.53,DE2017-Q4
DE,2018-Q1,117.07,DE2018-Q1
DE,2018-Q2,117.53,DE2018-Q2
DE,2018-Q3,117.97,DE2018-Q3
DE,2018-Q4,118.37,DE2018-Q4
DE,2019-Q1,118.87,DE2019-Q1
DE,2019-Q2,119.3,DE2019-Q2
DE,2019-Q3,119.7,DE2019-Q3
DE,2019-Q4,120.13,DE2019-Q4
DE,2020-Q1,120.63,DE2020-Q1
DE,2020-Q2,121.0,DE2020-Q2
DE,2020-Q3,121.3,DE2020-Q3
DE,2020-Q4,121.7,DE2020-Q4
DE,2021-Q1,122.13,DE2021-Q1
DE,2021-Q2,122.57,DE2021-Q2
DE,2021-Q3,122.93,DE2021-Q3
DE,2021-Q4,123.3,DE2021-Q4
DE,2022-Q1,123.9,DE2022-Q1
DE,2022-Q2,124.5,DE2022-Q2
DE,2022-Q3,125.1,DE2022-Q3
DE,2022-Q4,125.67,DE2022-Q4
DE,2023-Q1,126.4,DE2023-Q1
DE,2023-Q2,127.07,DE2023-Q2
DE,2023-Q3,127.7,DE2023-Q3
DE,2023-Q4,128.23,DE2023-Q4
DK,2010-Q1,111.87,DK2010-Q1
DK,2010-Q2,113.5,DK2010-Q2
DK,2010-Q3,115.03,DK2010-Q3
DK,2010-Q4,113.03,DK2010-Q4
DK,2011-Q1,115.17,DK2011-Q1
DK,2011-Q2,116.7,DK2011-Q2
DK,2011-Q3,118.7,DK2011-Q3
DK,2011-Q4,116.47,DK2011-Q4
DK,2012-Q1,118.37,DK2012-Q1
DK,2012-Q2,119.77,DK2012-Q2
DK,2012-Q3,121.37,DK2012-Q3
DK,2012-Q4,119.5,DK2012-Q4
DK,2013-Q1,121.07,DK2013-Q1
DK,2013-Q2,122.27,DK2013-Q2
DK,2013-Q3,123.6,DK2013-Q3
DK,2013-Q4,122.1,DK2013-Q4
DK,2014-Q1,123.5,DK2014-Q1
DK,2014-Q2,124.5,DK2014-Q2
DK,2014-Q3,125.4,DK2014-Q3
DK,2014-Q4,124.3,DK2014-Q4
DK,2015-Q1,125.73,DK2015-Q1
DK,2015-Q2,126.93,DK2015-Q2
DK,2015-Q3,127.83,DK2015-Q3
DK,2015-Q4,126.57,DK2015-Q4
DK,2016-Q1,127.97,DK2016-Q1
DK,2016-Q2,128.7,DK2016-Q2
DK,2016-Q3,128.7,DK2016-Q3
DK,2016-Q4,128.7,DK2016-Q4
DK,2017-Q1,130.1,DK2017-Q1
DK,2017-Q2,130.8,DK2017-Q2
DK,2017-Q3,130.8,DK2017-Q3
DK,2017-Q4,130.8,DK2017-Q4
DK,2018-Q1,131.73,DK2018-Q1
DK,2018-Q2,132.2,DK2018-Q2
DK,2018-Q3,132.2,DK2018-Q3
DK,2018-Q4,132.2,DK2018-Q4
DK,2019-Q1,133.0,DK2019-Q1
DK,2019-Q2,133.4,DK2019-Q2
DK,2019-Q3,133.4,DK2019-Q3
DK,2019-Q4,133.4,DK2019-Q4
DK,2020-Q1,134.27,DK2020-Q1
DK,2020-Q2,134.7,DK2020-Q2
DK,2020-Q3,134.7,DK2020-Q3
DK,2020-Q4,134.7,DK2020-Q4
DK,2021-Q1,135.83,DK2021-Q1
DK,2021-Q2,136.4,DK2021-Q2
DK,2021-Q3,136.4,DK2021-Q3
DK,2021-Q4,136.4,DK2021-Q4
DK,2022-Q1,137.93,DK2022-Q1
DK,2022-Q2,139.03,DK2022-Q2
DK,2022-Q3,139.47,DK2022-Q3
DK,2022-Q4,140.0,DK2022-Q4
DK,2023-Q1,141.87,DK2023-Q1
DK,2023-Q2,142.9,DK2023-Q2
DK,2023-Q3,143.27,DK2023-Q3
DK,2023-Q4,143.67,DK2023-Q4
EA20,2010-Q1,108.92,EA202010-Q1
EA20,2010-Q2,109.36,EA202010-Q2
EA20,2010-Q3,109.98,EA202010-Q3
EA20,2010-Q4,109.96,EA202010-Q4
EA20,2011-Q1,110.38,EA202011-Q1
EA20,2011-Q2,110.83,EA202011-Q2
EA20,2011-Q3,111.46,EA202011-Q3
EA20,2011-Q4,111.54,EA202011-Q4
EA20,2012-Q1,111.96,EA202012-Q1
EA20,2012-Q2,112.45,EA202012-Q2
EA20,2012-Q3,113.1,EA202012-Q3
EA20,2012-Q4,113.2,EA202012-Q4
EA20,2013-Q1,113.62,EA202013-Q1
EA20,2013-Q2,113.99,EA202013-Q2
EA20,2013-Q3,114.82,EA202013-Q3
EA20,2013-Q4,114.77,EA202013-Q4
EA20,2014-Q1,115.17,EA202014-Q1
EA20,2014-Q2,115.61,EA202014-Q2
EA20,2014-Q3,116.36,EA202014-Q3
EA20,2014-Q4,116.41,EA202014-Q4
EA20,2015-Q1,116.72,EA202015-Q1
EA20,2015-Q2,117.01,EA202015-Q2
EA20,2015-Q3,117.44,EA202015-Q3
EA20,2015-Q4,117.6,EA202015-Q4
EA20,2016-Q1,117.89,EA202016-Q1
EA20,2016-Q2,118.17,EA202016-Q2
EA20,2016-Q3,118.67,EA202016-Q3
EA20,2016-Q4,119.01,EA202016-Q4
EA20,2017-Q1,119.35,EA202017-Q1
EA20,2017-Q2,119.69,EA202017-Q2
EA20,2017-Q3,120.11,EA202017-Q3
EA20,2017-Q4,120.43,EA202017-Q4
EA20,2018-Q1,120.86,EA202018-Q1
EA20,2018-Q2,121.13,EA202018-Q2
EA20,2018-Q3,121.43,EA202018-Q3
EA20,2018-Q4,121.79,EA202018-Q4
EA20,2019-Q1,122.26,EA202019-Q1
EA20,2019-Q2,122.66,EA202019-Q2
EA20,2019-Q3,123.24,EA202019-Q3
EA20,2019-Q4,123.59,EA202019-Q4
EA20,2020-Q1,124.02,EA202020-Q1
EA20,2020-Q2,124.23,EA202020-Q2
EA20,2020-Q3,124.73,EA202020-Q3
EA20,2020-Q4,125.06,EA202020-Q4
EA20,2021-Q1,125.49,EA202021-Q1
EA20,2021-Q2,125.82,EA202021-Q2
EA20,2021-Q3,126.16,EA202021-Q3
EA20,2021-Q4,126.49,EA202021-Q4
EA20,2022-Q1,126.98,EA202022-Q1
EA20,2022-Q2,127.64,EA202022-Q2
EA20,2022-Q3,128.5,EA202022-Q3
EA20,2022-Q4,129.2,EA202022-Q4
EA20,2023-Q1,130.2,EA202023-Q1
EA20,2023-Q2,131.04,EA202023-Q2
EA20,2023-Q3,132.01,EA202023-Q3
EA20,2023-Q4,132.72,EA202023-Q4
EE,2010-Q1,89.16,EE2010-Q1
EE,2010-Q2,87.82,EE2010-Q2
EE,2010-Q3,93.74,EE2010-Q3
EE,2010-Q4,98.61,EE2010-Q4
EE,2011-Q1,100.05,EE2011-Q1
EE,2011-Q2,105.74,EE2011-Q2
EE,2011-Q3,118.06,EE2011-Q3
EE,2011-Q4,125.45,EE2011-Q4
EE,2012-Q1,123.94,EE2012-Q1
EE,2012-Q2,132.25,EE2012-Q2
EE,2012-Q3,138.46,EE2012-Q3
EE,2012-Q4,137.06,EE2012-Q4
EE,2013-Q1,140.77,EE2013-Q1
EE,2013-Q2,147.97,EE2013-Q2
EE,2013-Q3,156.18,EE2013-Q3
EE,2013-Q4,161.87,EE2013-Q4
EE,2014-Q1,160.47,EE2014-Q1
EE,2014-Q2,165.24,EE2014-Q2
EE,2014-Q3,177.27,EE2014-Q3
EE,2014-Q4,170.29,EE2014-Q4
EE,2015-Q1,172.45,EE2015-Q1
EE,2015-Q2,179.08,EE2015-Q2
EE,2015-Q3,189.44,EE2015-Q3
EE,2015-Q4,181.58,EE2015-Q4
EE,2016-Q1,186.08,EE2016-Q1
EE,2016-Q2,190.12,EE2016-Q2
EE,2016-Q3,197.87,EE2016-Q3
EE,2016-Q4,195.31,EE2016-Q4
EE,2017-Q1,199.76,EE2017-Q1
EE,2017-Q2,199.28,EE2017-Q2
EE,2017-Q3,213.19,EE2017-Q3
EE,2017-Q4,213.53,EE2017-Q4
EE,2018-Q1,213.72,EE2018-Q1
EE,2018-Q2,219.01,EE2018-Q2
EE,2018-Q3,228.03,EE2018-Q3
EE,2018-Q4,223.14,EE2018-Q4
EE,2019-Q1,228.65,EE2019-Q1
EE,2019-Q2,235.26,EE2019-Q2
EE,2019-Q3,241.57,EE2019-Q3
EE,2019-Q4,238.78,EE2019-Q4
EE,2020-Q1,243.66,EE2020-Q1
EE,2020-Q2,217.74,EE2020-Q2
EE,2020-Q3,218.52,EE2020-Q3
EE,2020-Q4,224.87,EE2020-Q4
EE,2021-Q1,222.02,EE2021-Q1
EE,2021-Q2,223.82,EE2021-Q2
EE,2021-Q3,242.03,EE2021-Q3
EE,2021-Q4,250.61,EE2021-Q4
EE,2022-Q1,256.24,EE2022-Q1
EE,2022-Q2,289.99,EE2022-Q2
EE,2022-Q3,307.36,EE2022-Q3
EE,2022-Q4,292.13,EE2022-Q4
EE,2023-Q1,287.91,EE2023-Q1
EE,2023-Q2,284.45,EE2023-Q2
EE,2023-Q3,293.59,EE2023-Q3
EE,2023-Q4,283.19,EE2023-Q4
ES,2010-Q1,117.31,ES2010-Q1
ES,2010-Q2,118.79,ES2010-Q2
ES,2010-Q3,123.55,ES2010-Q3
ES,2010-Q4,118.83,ES2010-Q4
ES,2011-Q1,118.82,ES2011-Q1
ES,2011-Q2,120.4,ES2011-Q2
ES,2011-Q3,124.42,ES2011-Q3
ES,2011-Q4,119.9,ES2011-Q4
ES,2012-Q1,119.81,ES2012-Q1
ES,2012-Q2,121.17,ES2012-Q2
ES,2012-Q3,124.43,ES2012-Q3
ES,2012-Q4,120.51,ES2012-Q4
ES,2013-Q1,119.93,ES2013-Q1
ES,2013-Q2,121.13,ES2013-Q2
ES,2013-Q3,124.51,ES2013-Q3
ES,2013-Q4,119.96,ES2013-Q4
ES,2014-Q1,118.94,ES2014-Q1
ES,2014-Q2,120.54,ES2014-Q2
ES,2014-Q3,123.73,ES2014-Q3
ES,2014-Q4,119.35,ES2014-Q4
ES,2015-Q1,119.29,ES2015-Q1
ES,2015-Q2,119.1,ES2015-Q2
ES,2015-Q3,119.02,ES2015-Q3
ES,2015-Q4,118.92,ES2015-Q4
ES,2016-Q1,118.93,ES2016-Q1
ES,2016-Q2,119.01,ES2016-Q2
ES,2016-Q3,118.98,ES2016-Q3
ES,2016-Q4,118.99,ES2016-Q4
ES,2017-Q1,119.09,ES2017-Q1
ES,2017-Q2,119.3,ES2017-Q2
ES,2017-Q3,119.56,ES2017-Q3
ES,2017-Q4,119.92,ES2017-Q4
ES,2018-Q1,120.31,ES2018-Q1
ES,2018-Q2,120.75,ES2018-Q2
ES,2018-Q3,121.17,ES2018-Q3
ES,2018-Q4,121.69,ES2018-Q4
ES,2019-Q1,122.21,ES2019-Q1
ES,2019-Q2,122.65,ES2019-Q2
ES,2019-Q3,123.06,ES2019-Q3
ES,2019-Q4,123.46,ES2019-Q4
ES,2020-Q1,123.88,ES2020-Q1
ES,2020-Q2,124.09,ES2020-Q2
ES,2020-Q3,124.42,ES2020-Q3
ES,2020-Q4,124.59,ES2020-Q4
ES,2021-Q1,124.77,ES2021-Q1
ES,2021-Q2,124.89,ES2021-Q2
ES,2021-Q3,125.05,ES2021-Q3
ES,2021-Q4,125.23,ES2021-Q4
ES,2022-Q1,125.74,ES2022-Q1
ES,2022-Q2,126.44,ES2022-Q2
ES,2022-Q3,126.96,ES2022-Q3
ES,2022-Q4,127.51,ES2022-Q4
ES,2023-Q1,128.29,ES2023-Q1
ES,2023-Q2,129.05,ES2023-Q2
ES,2023-Q3,129.58,ES2023-Q3
ES,2023-Q4,130.13,ES2023-Q4
EU27_2020,2010-Q1,110.01,EU27_20202010-Q1
EU27_2020,2010-Q2,110.49,EU27_20202010-Q2
EU27_2020,2010-Q3,111.12,EU27_20202010-Q3
EU27_2020,2010-Q4,111.08,EU27_20202010-Q4
EU27_2020,2011-Q1,111.59,EU27_20202011-Q1
EU27_2020,2011-Q2,112.1,EU27_20202011-Q2
EU27_2020,2011-Q3,112.75,EU27_20202011-Q3
EU27_2020,2011-Q4,112.81,EU27_20202011-Q4
EU27_2020,2012-Q1,113.35,EU27_20202012-Q1
EU27_2020,2012-Q2,113.89,EU27_20202012-Q2
EU27_2020,2012-Q3,114.55,EU27_20202012-Q3
EU27_2020,2012-Q4,114.62,EU27_20202012-Q4
EU27_2020,2013-Q1,115.09,EU27_20202013-Q1
EU27_2020,2013-Q2,115.5,EU27_20202013-Q2
EU27_2020,2013-Q3,116.31,EU27_20202013-Q3
EU27_2020,2013-Q4,116.25,EU27_20202013-Q4
EU27_2020,2014-Q1,116.68,EU27_20202014-Q1
EU27_2020,2014-Q2,117.14,EU27_20202014-Q2
EU27_2020,2014-Q3,117.88,EU27_20202014-Q3
EU27_2020,2014-Q4,117.91,EU27_20202014-Q4
EU27_2020,2015-Q1,118.27,EU27_20202015-Q1
EU27_2020,2015-Q2,118.59,EU27_20202015-Q2
EU27_2020,2015-Q3,119.02,EU27_20202015-Q3
EU27_2020,2015-Q4,119.16,EU27_20202015-Q4
EU27_2020,2016-Q1,119.49,EU27_20202016-Q1
EU27_2020,2016-Q2,119.78,EU27_20202016-Q2
EU27_2020,2016-Q3,120.26,EU27_20202016-Q3
EU27_2020,2016-Q4,120.6,EU27_20202016-Q4
EU27_2020,2017-Q1,121.0,EU27_20202017-Q1
EU27_2020,2017-Q2,121.37,EU27_20202017-Q2
